49	7
31	26
67	46
61	28
4	20
27	16
50	55
12	21
82	19
56	46
67	59
68	62
49	53
10	26
31	19
25	18
6	27
70	30
6	59
1	8
12	63
81	57
6	30
55	52
50	64
68	64
11	31
40	71
4	55
51	8
82	55
65	9
64	79
11	5
80	4
21	75
10	13
42	7
15	76
10	12
50	20
12	8
4	53
35	58
59	52
23	64
58	15
61	76
68	26
34	3
71	57
35	76
46	27
72	27
8	41
45	37
40	14
42	23
59	36
38	16
35	57
38	26
4	8
2	53
65	69
1	52
79	73
56	78
58	14
6	31
32	12
58	51
49	21
35	15
76	69
50	21
61	17
42	47
68	12
25	26
35	21
29	41
4	18
15	8
81	55
82	7
42	31
58	28
9	77
78	41
56	45
9	16
10	57
34	37
10	68
72	48
56	27
38	69
49	74
30	29
30	12
36	15
70	32
17	69
46	45
63	17
57	15
31	7
54	37
65	66
39	27
67	29
58	5
58	55
63	62
54	13
21	19
45	18
54	18
42	21
53	15
19	3
31	28
56	18
49	37
66	7
45	79
40	19
56	41
33	69
68	5
32	5
46	39
48	31
50	16
38	28
44	18
64	8
61	59
50	17
74	37
9	62
56	49
49	45
71	62
39	43
74	64
25	33
80	64
8	69
68	65
33	41
50	27
81	78
62	43
54	69
82	76
30	57
22	19
46	21
16	28
55	44
68	17
49	23
67	20
82	75
56	31
72	34
67	64
51	46
52	47
49	62
67	5
79	76
52	43
59	31
82	44
58	21
56	16
23	43
47	39
12	37
17	8
60	34
64	51
56	48
76	43
68	55
58	19
4	14
20	7
24	16
15	3
52	5
11	69
24	28
68	33
37	16
10	29
62	16
56	40
68	58
2	33
7	79
66	3
32	30
50	47
35	54
12	79
55	51
50	43
69	41
59	44
48	29
64	61
45	73
12	77
50	18
81	36
71	24
56	17
40	8
12	31
70	21
72	69
82	21
80	9
82	8
4	31
65	54
6	81
32	28
31	29
36	21
72	12
42	53
45	3
68	11
78	14
49	30
68	31
34	47
67	18
16	14
21	69
80	45
82	71
40	12
40	38
70	50
25	32
61	27
35	63
45	75
15	79
32	24
68	71
29	26
61	13
29	19
44	76
71	51
10	55
48	74
68	43
66	20
50	24
47	29
80	73
60	55
23	46
64	39
56	5
65	78
72	68
2	64
72	65
40	77
56	36
15	14
74	41
4	43
82	79
49	19
34	4
19	69
12	39
20	16
48	77
64	36
2	35
48	57
59	29
45	69
61	7
71	5
9	71
60	27
63	29
66	24
42	44
65	57
6	75
4	39
23	38
56	66
10	39
71	7
77	38
63	43
71	36
60	57
62	76
12	61
30	52
42	45
51	26
77	46
2	45
35	3
37	7
70	74
22	79
59	45
49	32
70	9
40	7
49	75
63	55
13	41
36	69
72	74
67	26
19	41
53	29
36	76
80	75
74	51
77	59
49	40
71	17
63	73
71	52
48	62
32	55
60	9
11	53
34	33
49	69
32	29
12	58
35	39
6	35
48	14
11	19
72	71
25	81
83	42
74	73
12	69
57	21
40	58
51	43
4	47
72	29
81	18
6	19
9	14
72	9
1	79
56	37
25	2
56	8
58	45
83	56
65	48
70	42
35	36
50	73
23	41
10	48
63	76
23	58
23	69
6	37
49	52
4	44
64	52
50	49
72	28
74	53
25	12
66	73
30	64
77	39
22	53
1	28
47	44
1	38
38	17
77	27
23	45
23	28
70	79
1	44
78	79
39	15
23	14
70	18
31	21
57	36
35	69
70	59
52	8
71	43
80	76
58	52
2	43
44	37
32	78
4	71
11	27
70	47
31	17
67	27
74	29
9	41
60	18
49	76
63	18
35	79
58	44
42	30
80	17
71	13
45	76
12	9
32	13
10	9
61	73
50	45
56	51
65	71
59	7
44	28
32	41
69	28
81	23
60	32
27	75
6	41
32	14
51	69
9	74
83	32
50	9
70	19
9	53
81	19
8	3
50	51
62	79
12	52
27	3
9	24
46	8
10	27
83	7
49	27
53	3
56	73
48	7
56	38
11	17
72	33
68	63
63	41
25	34
59	54
11	73
48	41
35	31
2	76
40	36
60	81
4	16
32	61
56	7
40	16
44	26
77	53
27	7
57	7
56	39
82	47
54	39
25	73
36	27
69	20
80	48
41	26
81	8
70	10
37	24
23	37
25	71
57	51
61	37
69	26
16	8
40	21
29	79
18	3
68	46
26	14
12	44
16	76
24	19
80	58
36	16
35	71
58	57
39	76
42	52
81	45
61	75
77	8
40	29
29	27
42	35
12	38
50	46
66	8
38	41
2	11
61	46
66	19
2	57
4	75
50	29
61	41
46	41
70	81
72	38
2	37
4	17
68	79
57	46
74	39
2	9
68	27
49	34
59	16
60	8
56	21
19	8
82	23
46	36
56	59
9	36
71	14
10	18
23	62
41	20
38	15
63	14
12	54
48	38
53	24
83	36
60	17
34	19
35	38
76	41
24	14
68	53
23	16
56	69
11	7
82	17
70	22
51	79
68	74
54	19
3	28
67	75
49	78
61	52
74	76
82	25
32	46
42	56
66	27
33	59
46	29
24	76
50	15
60	35
50	59
39	36
6	12
65	3
42	54
34	29
60	19
39	41
2	39
32	7
78	69
65	61
11	47
82	45
36	79
31	41
25	16
58	76
67	13
68	28
23	57
65	74
60	37
25	23
11	43
62	8
42	15
67	45
23	79
78	39
57	54
60	78
82	48
12	16
2	1
29	17
25	78
44	24
71	69
35	14
22	39
11	57
57	41
70	40
39	14
65	32
48	32
40	75
62	53
62	46
83	29
1	33
66	62
65	50
25	14
30	39
49	36
67	53
4	29
49	41
22	76
68	37
9	58
22	38
60	14
62	51
23	39
56	52
46	19
39	73
81	41
40	66
74	45
23	18
32	54
10	54
41	47
83	17
11	54
65	12
32	16
49	54
70	6
42	38
42	68
25	51
25	9
25	20
6	69
56	61
42	49
1	11
22	28
50	57
67	44
50	30
38	8
58	7
78	54
38	27
68	61
60	10
12	59
32	69
78	24
25	24
70	48
25	7
67	41
57	75
56	34
72	45
74	38
72	49
44	8
70	56
1	68
63	37
6	29
44	41
62	29
22	46
25	30
68	13
74	20
33	23
65	23
9	4
67	35
22	5
48	8
33	61
30	54
49	58
4	63
56	54
42	40
36	31
32	15
71	16
45	16
48	69
22	13
51	37
62	44
59	41
29	69
49	14
67	54
38	20
4	45
11	45
61	57
58	79
65	38
1	36
71	20
42	11
60	63
66	57
70	8
22	27
42	37
83	28
31	27
58	29
57	69
49	79
32	3
44	39
4	36
53	45
4	77
55	38
54	53
63	54
71	37
10	63
45	39
49	46
29	21
11	26
6	56
56	63
68	49
74	14
60	79
67	19
48	12
83	39
46	16
54	15
11	46
77	43
61	14
70	5
24	18
53	38
52	28
4	37
34	46
38	13
67	55
66	63
23	19
12	36
18	69
45	24
4	58
2	44
68	20
1	49
81	51
64	31
6	74
42	59
80	62
24	79
53	16
34	41
57	29
44	16
6	57
40	51
34	24
74	43
25	13
80	11
72	52
30	11
49	44
83	70
70	4
77	45
51	17
30	16
36	24
40	74
35	74
63	15
33	79
30	41
54	79
63	7
42	75
6	15
16	13
40	69
83	10
4	76
25	29
6	52
4	21
80	78
54	52
60	24
24	20
56	24
30	38
70	36
66	13
50	75
61	21
54	45
74	47
60	75
83	61
71	3
66	46
60	12
66	17
61	43
10	64
11	52
23	3
24	43
54	7
71	58
34	74
10	20
83	41
32	39
23	52
77	24
72	40
67	43
37	69
77	61
63	19
77	37
22	71
62	52
60	5
34	57
32	66
11	28
6	76
38	7
71	44
82	26
42	19
82	60
34	71
72	57
56	50
6	34
59	14
42	76
74	63
77	21
23	54
67	74
72	50
23	63
77	44
59	75
67	36
31	76
25	49
66	61
61	55
63	20
36	7
6	50
62	38
34	78
82	41
33	39
6	4
40	41
83	8
22	61
77	79
60	23
16	79
35	29
33	78
2	40
4	61
70	49
60	3
38	24
63	8
37	3
23	21
54	8
69	14
10	51
68	76
77	36
2	68
82	32
27	24
70	24
50	48
77	75
42	22
22	17
42	65
60	58
78	51
77	15
70	26
6	63
69	5
54	76
25	42
10	21
30	58
23	11
52	27
82	18
25	80
50	37
23	22
10	67
20	3
65	77
10	61
3	76
2	41
51	38
35	66
30	44
46	69
66	47
81	46
51	29
68	66
58	24
60	43
70	15
49	11
62	20
64	16
35	41
11	36
70	57
54	41
67	32
56	14
25	17
65	63
2	55
77	52
82	24
59	58
34	7
15	7
67	48
1	71
25	57
53	52
12	24
22	74
67	51
31	3
50	14
42	73
25	68
48	39
71	21
30	69
74	57
62	7
55	69
49	3
3	73
59	38
44	14
5	3
51	41
82	1
62	37
57	24
75	41
66	43
1	53
1	57
68	50
40	30
77	71
33	62
53	51
71	47
62	61
42	5
2	46
34	16
16	41
68	19
81	61
57	16
50	74
9	52
72	6
11	13
9	61
25	48
38	18
61	69
67	66
2	38
80	54
34	36
82	57
23	7
70	75
7	14
40	37
70	17
1	46
60	66
25	35
74	24
4	69
38	19
35	61
68	77
25	3
50	66
81	28
50	61
6	45
23	31
54	17
11	62
60	42
22	78
49	71
77	76
80	77
62	73
42	16
58	38
46	44
53	39
60	71
81	27
32	4
59	24
72	26
11	15
53	41
40	52
60	69
42	32
60	22
22	64
6	21
70	35
12	14
61	18
67	77
70	43
11	39
1	9
22	77
82	13
83	18
49	51
62	58
62	3
67	4
59	39
25	5
58	54
44	79
67	57
10	4
61	54
70	20
21	3
81	35
10	33
70	27
33	63
62	36
10	7
49	61
22	21
39	38
67	69
50	76
57	45
36	3
72	66
72	39
45	41
42	48
10	62
11	44
62	28
52	7
56	15
61	79
2	32
74	19
51	19
2	5
23	12
68	59
4	38
77	64
60	44
33	29
83	5
18	16
56	79
22	29
67	16
60	70
82	22
54	20
61	36
34	44
81	11
6	77
66	36
81	34
72	24
64	69
60	68
23	27
9	54
11	76
6	39
44	36
65	11
80	53
11	75
81	58
42	71
46	24
70	38
68	24
60	41
22	16
63	38
68	30
70	69
52	39
2	12
58	75
51	36
61	20
48	51
51	73
41	14
63	45
40	62
51	31
3	41
29	16
1	63
3	14
60	65
3	79
11	64
63	28
78	29
77	41
32	51
22	62
83	57
79	69
42	27
82	51
45	36
66	59
29	7
57	52
80	74
62	24
79	75
83	65
11	79
57	44
34	38
67	73
10	41
42	61
2	50
45	14
25	58
9	15
23	51
68	75
10	69
62	17
78	57
82	35
24	41
11	78
35	24
80	66
6	61
2	21
25	65
1	48
51	76
74	69
39	29
62	45
72	2
41	28
83	79
67	37
61	15
61	51
63	36
50	63
25	50
12	3
81	54
83	64
16	75
42	26
2	8
72	4
4	57
9	39
24	15
38	76
82	77
11	8
63	27
60	74
23	17
6	36
25	63
39	16
22	52
49	39
23	77
50	39
80	7
59	69
60	1
77	58
10	71
39	7
72	22
1	27
74	44
60	30
64	24
40	57
70	58
35	77
72	77
30	51
24	8
80	47
24	13
70	16
9	38
67	22
30	61
50	36
46	75
77	31
22	55
22	7
62	21
42	43
29	76
67	7
74	28
74	59
30	24
66	37
34	54
72	7
67	34
50	78
72	31
77	54
44	3
11	63
50	62
23	44
81	20
4	54
21	16
11	37
25	59
25	70
56	62
82	16
35	51
46	31
27	41
44	27
68	45
54	46
23	13
21	7
11	55
81	5
66	21
51	18
17	3
51	20
64	44
7	41
51	7
67	17
66	69
51	44
60	48
72	61
1	34
31	69
49	24
68	78
49	63
25	19
2	56
2	23
79	41
10	19
71	46
44	15
70	14
49	59
65	44
59	57
61	24
68	7
64	62
81	63
82	15
67	15
71	45
49	4
83	15
54	31
4	62
60	2
80	69
82	52
60	47
83	24
1	50
68	21
71	61
52	13
22	73
72	11
56	20
83	19
80	30
23	66
24	3
59	79
25	76
71	15
32	9
2	30
35	62
22	45
82	39
68	18
70	29
23	9
44	7
60	76
15	69
57	38
51	14
72	63
44	69
80	46
1	30
70	23
16	43
81	44
62	13
1	31
50	69
51	28
50	77
56	3
82	5
9	66
83	77
74	36
62	55
80	52
56	64
32	76
83	23
67	9
10	23
40	32
81	69
83	45
42	39
30	74
71	73
61	26
4	52
22	18
2	75
11	41
35	12
4	78
77	74
83	78
82	42
47	3
23	61
4	3
33	58
11	59
83	69
50	54
70	34
77	14
2	31
70	71
62	47
38	29
38	73
32	27
21	8
42	28
60	39
4	41
22	24
24	21
54	16
38	3
49	31
62	59
1	21
70	46
42	8
67	39
80	56
22	75
74	15
16	73
72	59
44	43
77	51
83	67
22	69
1	23
70	61
63	58
10	32
62	75
63	3
11	58
82	43
32	52
74	17
42	51
10	31
42	9
82	34
80	24
70	2
35	44
67	56
16	3
77	62
38	37
44	29
27	19
4	74
56	22
32	45
12	15
30	77
54	3
57	39
70	41
50	3
66	31
30	78
40	23
22	58
67	8
60	62
52	24
30	66
80	3
80	33
72	10
49	77
2	67
78	3
62	54
82	46
52	19
1	56
42	4
57	14
67	65
25	74
38	43
70	11
16	5
67	3
81	14
83	52
9	44
83	58
54	14
29	20
82	27
80	37
81	62
39	75
67	23
42	2
50	7
22	11
25	61
2	47
82	30
67	47
56	77
52	31
70	76
42	12
2	59
78	66
50	31
10	56
78	77
6	23
12	66
23	5
65	22
22	12
67	62
70	77
44	31
74	7
62	57
2	66
70	62
82	68
54	36
82	38
4	7
82	83
66	76
11	9
35	7
51	21
70	55
70	52
34	66
82	9
50	52
47	24
50	32
80	44
2	49
60	45
35	52
60	52
51	15
11	77
54	21
49	29
67	61
55	24
63	46
2	48
24	75
39	69
83	31
9	7
6	44
64	63
48	16
83	27
19	16
25	44
80	61
25	28
11	21
66	29
50	23
77	28
11	74
81	4
24	69
34	61
39	13
67	76
12	4
38	36
45	21
52	29
65	24
1	74
44	38
1	65
1	5
51	13
81	66
80	32
27	69
70	80
33	52
44	17
52	79
80	43
1	22
25	15
74	55
68	56
16	15
24	17
51	24
11	51
45	29
40	11
81	3
12	51
83	73
68	48
25	37
52	17
48	3
49	66
6	16
33	24
6	8
54	27
40	3
22	47
82	28
77	66
44	20
35	32
42	62
80	51
25	77
65	39
72	17
77	19
71	31
42	77
75	69
2	51
52	16
52	41
80	71
1	40
71	28
23	20
11	71
30	71
51	5
83	21
24	7
82	6
52	38
68	3
81	48
81	52
78	16
56	13
68	34
68	44
44	75
66	18
42	14
54	44
52	15
67	40
9	3
36	41
60	56
60	28
81	68
71	27
78	38
61	3
55	16
83	37
83	72
67	31
62	14
83	9
25	27
70	1
23	24
31	24
10	59
34	63
1	41
4	19
83	47
25	53
62	27
39	8
48	44
1	69
42	50
46	3
23	59
68	22
1	12
70	78
33	4
70	3
34	12
25	54
35	22
80	19
2	34
34	23
34	75
10	36
48	52
72	51
49	15
67	71
30	3
50	44
22	57
42	58
35	16
63	44
62	5
67	78
82	58
22	36
81	31
61	16
72	37
3	26
22	26
13	3
38	14
50	71
54	24
10	14
1	39
12	11
66	75
83	76
58	16
54	38
80	57
78	7
46	7
32	21
50	41
10	66
45	38
56	4
81	80
70	39
60	29
9	29
33	54
1	37
55	3
70	68
42	29
72	62
40	63
66	64
10	11
60	38
21	41
74	58
9	51
72	58
32	62
71	41
60	80
22	3
34	58
2	4
66	51
2	74
1	67
83	68
74	21
32	38
54	51
42	74
61	45
67	33
74	18
81	40
32	59
83	55
63	21
72	21
60	46
1	78
68	40
2	22
63	79
58	69
25	11
83	26
81	9
62	15
1	59
25	1
67	14
42	66
37	29
50	58
82	10
42	24
70	12
38	75
31	16
66	15
78	52
11	14
83	38
1	76
50	38
68	8
52	36
63	31
74	16
82	59
72	36
30	63
56	11
52	26
67	63
82	69
29	24
83	6
10	40
33	77
48	22
68	29
54	29
67	58
66	41
22	66
10	74
42	41
81	50
10	77
72	16
60	59
78	13
2	69
82	14
32	79
60	40
32	22
50	8
4	24
82	70
39	21
1	13
32	57
30	4
67	79
35	34
60	83
25	8
44	5
2	61
10	37
6	14
39	19
4	66
36	29
22	20
2	77
60	4
32	63
2	7
24	73
6	67
42	34
68	52
61	58
80	36
82	63
74	52
82	3
2	54
70	51
2	52
63	52
10	58
22	15
40	22
72	15
61	31
29	18
29	13
81	64
11	20
72	1
52	76
25	45
10	22
70	67
81	59
52	14
71	39
81	67
10	24
50	79
11	29
25	66
25	47
60	51
37	41
80	41
82	62
6	51
68	41
25	31
74	75
74	62
81	7
81	79
42	69
66	55
62	39
60	49
50	40
3	69
81	38
50	33
38	21
68	36
70	31
74	3
10	80
66	45
60	77
32	77
22	9
45	7
23	15
71	79
60	31
52	21
1	26
72	41
83	4
63	24
77	7
83	49
25	41
82	64
67	52
6	40
83	63
83	22
10	45
6	62
71	38
80	12
68	38
49	22
32	11
6	71
6	66
25	21
73	69
2	28
50	34
46	38
1	4
61	38
63	39
3	75
54	75
2	78
32	64
38	5
52	18
10	35
29	15
70	45
82	61
1	32
51	3
2	63
74	27
22	63
10	50
83	54
71	26
60	11
80	14
53	7
80	79
77	29
51	27
48	66
42	18
42	17
82	74
38	79
1	77
63	61
1	66
2	20
51	75
67	12
34	79
68	39
51	39
25	64
35	4
1	47
72	46
60	7
11	66
2	14
65	4
60	64
22	14
72	13
33	38
25	46
81	16
82	49
72	78
40	61
1	51
74	79
72	20
82	80
42	1
25	43
2	36
6	32
72	18
59	3
10	46
82	81
6	54
33	66
62	26
68	51
10	52
81	26
42	67
74	61
48	24
22	54
80	35
72	44
34	62
78	71
66	16
80	49
52	73
82	36
52	3
34	77
34	52
82	31
25	36
48	23
30	22
22	37
25	39
1	81
17	16
67	11
25	62
63	75
34	51
10	44
62	31
42	36
50	22
83	71
62	18
44	13
29	28
72	67
82	66
2	18
23	36
10	28
1	55
25	83
72	3
35	30
25	4
70	63
83	13
6	22
41	5
83	46
58	3
1	80
74	66
80	68
33	3
60	15
29	14
25	40
39	24
61	39
81	21
25	75
31	8
42	79
83	35
83	34
25	38
33	22
22	41
60	67
22	59
22	44
16	7
68	35
67	38
71	64
82	12
39	3
80	67
83	33
74	5
52	20
42	57
42	55
24	5
67	30
68	14
63	16
82	40
82	29
77	57
11	24
78	62
2	71
34	69
6	58
52	45
83	44
66	52
2	65
63	69
24	26
50	12
44	21
77	3
40	24
83	59
52	37
78	74
25	67
66	39
77	16
51	45
71	66
25	79
83	80
4	79
2	19
60	20
83	50
83	53
82	54
74	13
11	18
83	62
66	58
42	3
25	52
1	54
22	4
11	3
2	26
67	21
11	16
83	81
11	61
82	67
83	30
80	8
83	11
25	22
42	81
10	15
66	38
77	69
35	23
82	4
50	4
25	72
33	16
83	16
1	61
81	17
4	51
72	80
2	58
6	11
81	39
60	36
66	79
70	7
61	44
70	13
61	29
42	80
70	28
50	11
83	48
83	74
60	54
80	29
1	16
83	66
70	44
60	72
82	20
82	2
42	13
2	81
2	27
67	50
1	14
25	69
2	15
15	41
74	54
52	75
1	17
42	78
6	68
72	14
68	67
52	44
83	2
81	77
66	54
10	34
2	79
22	51
82	11
34	32
34	22
38	31
62	19
68	15
66	44
81	22
80	23
74	26
83	20
23	4
48	11
34	30
67	24
80	50
80	16
83	40
77	63
80	38
2	13
71	54
80	22
57	3
10	16
82	50
68	16
33	11
82	78
33	51
83	12
1	15
51	16
67	49
80	63
1	18
81	15
52	46
35	11
1	20
2	24
70	64
2	16
68	4
1	58
39	31
11	4
2	17
25	56
83	51
83	14
81	24
2	3
6	24
42	20
2	80
71	59
1	24
1	19
42	63
71	63
34	11
63	59
62	69
